x,y,Habitat,JunJul,DJF,AprMay
4915.,4161.,Ma,15.267,-0.71243,6.445
5221.,4411.,Br,15.652,-6.7677,6.6844
4993.,5057.,Br,11.863,-11.63,1.9356
5089.,4235.,Br,15.721,-4.5159,7.16595
4971.,4277.,Co,15.593,-3.5375,7.01515
5063.,4883.,Co,13.568,-10.052,3.680535
5287.,4399.,Br,16.439,-6.304,6.82945
5035.,4989.,We,13.018,-10.753,3.109045
4985.,4639.,Ma,13.717,-5.0502,4.40675
5115.,4995.,Co,12.527,-11.136,2.70451
5167.,4583.,Br,15.303,-7.5673,6.00225
5135.,4759.,We,14.287,-8.8186,4.65525
5057.,4639.,Co,14.706,-7.3804,5.64675
5027.,4693.,Br,14.283,-6.6136,5.0462
5065.,4545.,Co,14.603,-7.0525,5.7574
5047.,5205.,We,11.213,-11.52,1.683
4999.,5153.,Co,11.49,-11.355,1.8932
5255.,4297.,Co,16.194,-4.7929,6.9778
5035.,4223.,Co,15.995,-4.0774,7.39235
4987.,4523.,Co,14.877,-5.7095,6.1274
5039.,4565.,Co,14.444,-6.9218,5.68315
5311.,4637.,Co,14.909,-8.8249,5.201
5083.,4745.,Br,14.561,-8.192,4.62621
5391.,4599.,Co,15.056,-8.4736,5.51725
4875.,4471.,Ma,14.729,-3.4302,5.577
5143.,4913.,Co,12.841,-10.559,2.824325
5277.,4507.,Br,16.27,-6.9583,5.8625
4915.,4519.,Ma,15.208,-4.4559,6.3452
5035.,4903.,Co,13.597,-10.137,3.71134
5277.,4297.,Co,16.078,-4.9296,6.89655
4987.,4873.,We,13.986,-9.5711,4.23231
4925.,4445.,Urb,14.786,-4.6611,6.0222
5323.,4393.,Co,15.611,-6.6576,6.32355
5135.,4425.,We,15.585,-6.2243,6.5872
5239.,4651.,Co,14.621,-8.8489,5.02585
5109.,4419.,Co,15.61,-6.1283,6.68505
5057.,4285.,Urb,15.861,-4.8099,7.3409
5005.,4899.,Co,14.332,-9.3011,4.5309
5115.,5103.,Br,11.758,-10.208,2.19996
4937.,4419.,Co,14.637,-4.432,5.94875
5199.,4621.,Co,15.012,-8.0892,5.61115
4985.,5003.,We,12.877,-11.014,3.030665
4965.,4247.,Co,15.602,-2.7853,6.73455
5025.,4337.,Urb,15.722,-4.9653,6.8484
4933.,4357.,Co,14.748,-2.9582,5.9706
5155.,4421.,Br,15.39,-6.5787,6.52705
5137.,4949.,Op,12.924,-10.599,3.03139
5161.,4453.,Br,15.523,-6.7685,6.5721
4993.,4549.,Co,14.905,-6.2852,6.1789
5061.,4263.,Urb,15.681,-4.6996,7.20235
5243.,4711.,Co,14.357,-9.3387,4.612145
5267.,4477.,Co,16.198,-6.9179,6.02605
5045.,4377.,Co,15.241,-5.5204,6.5035
5069.,5087.,Op,11.645,-11.219,1.7503
5159.,4617.,Urb,15.056,-7.5848,5.9161
5267.,4341.,Urb,16.633,-5.8087,7.3012
4927.,5027.,Br,11.994,-10.409,2.38814
5015.,4895.,Co,14.154,-9.3004,4.333475
4997.,4245.,Co,15.82,-3.7157,7.2202
5213.,4243.,Ma,16.214,-3.5046,6.88565
5043.,4673.,Co,14.648,-7.2926,5.54975
5237.,4347.,Co,16.607,-5.7469,7.42115
5173.,4497.,Op,15.62,-7.0089,6.47595
5133.,4645.,Co,14.572,-8.0946,5.42265
5145.,4805.,Co,14.024,-9.7238,4.18677
5035.,5243.,Br,10.912,-11.761,1.5487
4961.,4169.,Co,15.726,-2.2315,6.6559
5075.,4959.,Co,12.948,-10.405,3.10278
5139.,4409.,Br,15.842,-5.7315,6.5131
4805.,5135.,Br,10.415,-12.899,0.1578
5033.,5069.,Co,11.968,-11.936,1.74685
5181.,4261.,Urb,16.474,-4.4321,7.5405
5167.,4605.,Urb,15.181,-7.6032,5.99895
5067.,4991.,We,13.212,-10.798,3.31415
4877.,4173.,Br,15.267,-0.71243,6.445
5185.,4509.,Co,15.62,-7.0089,6.47595
5159.,4911.,Co,12.841,-10.559,2.824325
5221.,4723.,Co,14.088,-9.3467,4.34632
5125.,4877.,Co,13.143,-10.165,3.19036
5097.,4173.,Ma,16.061,-3.0523,7.1206
4871.,5105.,Br,10.631,-12.039,0.23215
5033.,5177.,Co,11.684,-11.024,2.09267
5031.,4375.,Co,15.165,-5.5317,6.4385
5203.,4887.,Co,13.22,-10.502,2.95213
5359.,4591.,We,14.932,-8.4922,5.4933
5057.,4997.,Co,12.826,-11.213,2.800455
5031.,4989.,Co,13.018,-10.753,3.109045
4983.,4541.,Co,14.923,-6.0956,6.19835
4989.,5299.,Br,10.058,-10.854,1.07425
5087.,4233.,Br,15.721,-4.5159,7.16595
5035.,4269.,Urb,15.864,-4.2987,7.3633
5237.,4659.,Co,14.621,-8.8489,5.02585
5153.,4681.,We,14.614,-8.5327,5.12355
5153.,4909.,Co,13.07,-10.35,2.973855
5029.,5275.,Op,9.4461,-10.791,0.52825
5163.,4707.,Co,14.668,-8.6006,5.08525
5237.,4291.,Urb,16.776,-5.2616,7.69405
5215.,4781.,We,13.723,-9.9952,3.80423
5211.,4763.,We,13.867,-9.7332,4.02751
5075.,4809.,Co,14.18,-9.0028,4.18123
5025.,4955.,Co,13.326,-10.312,3.476474
5207.,4623.,Co,14.829,-8.2978,5.38225
5069.,4191.,Co,15.899,-2.8434,6.93625
5025.,4487.,Co,14.791,-6.3861,6.11245
5247.,4613.,Co,14.735,-8.5639,5.22605
5061.,4613.,Op,14.653,-7.3619,5.78205
5083.,4575.,We,14.452,-7.4629,5.61965
5117.,4851.,Co,13.396,-10.065,3.4716695
4779.,5143.,Op,8.1013,-11.434,-1.63795
4925.,4535.,Ma,14.604,-4.4761,5.72425
5065.,4303.,Urb,15.913,-4.8785,7.35735
5215.,4545.,Br,16.135,-7.1015,6.23675
4971.,4933.,Co,13.577,-10.375,3.844745
5137.,4597.,Br,14.777,-7.5971,5.758
4929.,4321.,Ma,15.342,-3.0449,6.66835
4999.,5229.,Br,10.849,-12.271,1.2296
5129.,4697.,We,14.616,-8.308,5.36235
5043.,4283.,Br,15.78,-4.6874,7.30065
5361.,4561.,Br,15.239,-8.3332,5.69675
5215.,4727.,Co,14.088,-9.3467,4.34632
5229.,4783.,Co,13.707,-10.029,3.75931
5149.,4471.,Co,15.373,-6.8923,6.37145
5125.,4903.,Co,13.253,-10.374,3.280595
4989.,5141.,Co,11.151,-11.3,1.49945
4919.,5055.,Co,11.67,-10.762,1.94775
5075.,4993.,Co,13.212,-10.798,3.31415
4825.,5101.,Br,10.856,-13.026,0.4846
5063.,4771.,We,14.452,-8.2255,4.32958
5023.,4369.,Co,15.255,-5.4024,6.51455
5049.,4455.,Co,14.566,-6.5898,5.846
5219.,4609.,Co,14.829,-8.2978,5.38225
4901.,4397.,Ma,14.338,-2.5579,5.5198
4957.,4533.,Co,14.62,-4.8232,5.8038
4993.,4997.,Co,12.877,-11.014,3.030665
5023.,4311.,Co,15.838,-4.7399,7.2516
5131.,4295.,Co,15.966,-4.9983,7.3532
5001.,4423.,Co,14.758,-5.7769,6.30115
5109.,5093.,Co,11.706,-10.317,2.09054
5331.,4427.,Br,15.717,-6.7436,6.4766
5135.,4843.,Co,13.312,-10.166,3.364215
5223.,4889.,Co,13.114,-10.546,2.852965
5313.,4335.,Co,16.402,-5.7132,7.09605
4971.,5153.,Co,11.361,-11.425,1.7701
5191.,4275.,Urb,16.418,-4.1769,7.3306
4951.,4215.,Ma,15.726,-2.2315,6.6559
5007.,5151.,Co,11.354,-11.262,1.752
5055.,5029.,Co,12.619,-11.66,2.45811
5005.,4525.,Urb,15.073,-6.1687,6.3968
5017.,4877.,Br,14.332,-9.3011,4.5309
5049.,5151.,Co,11.793,-10.457,2.281665
5111.,4201.,Urb,16.194,-3.1537,7.1795
4935.,4367.,Co,14.748,-2.9582,5.9706
5267.,4539.,We,15.775,-7.592,5.79065
5059.,4375.,Co,15.241,-5.5204,6.5035
5181.,4337.,We,16.512,-5.2856,7.53075
4949.,4845.,Urb,14.062,-9.2752,4.21187
5087.,4785.,We,14.471,-8.5174,4.418715
5215.,4255.,Br,16.438,-4.2323,7.30615
4971.,4531.,Co,14.877,-5.7095,6.1274
5179.,4691.,We,14.633,-8.6164,5.04375
5151.,4329.,We,16.018,-5.2442,6.93765
5047.,5261.,Br,10.589,-11.211,1.5446
4933.,4307.,Ma,15.342,-3.0449,6.66835
5151.,4749.,Co,14.164,-8.9068,4.52377
5299.,4633.,Co,14.833,-8.849,5.17055
4903.,4499.,Br,15.317,-4.1213,6.3404
5001.,4969.,Co,13.087,-10.668,3.233225
5021.,5031.,Br,12.733,-11.573,2.690535
5091.,4679.,Co,14.713,-7.9617,5.5831
5275.,4543.,Co,15.61,-7.7778,5.7062
5103.,4843.,Co,13.87,-9.7795,3.962845
5051.,4697.,Co,14.76,-7.385,5.67735
4877.,4143.,Ma,15.184,-1.0656,6.54595
5015.,4605.,Urb,14.321,-6.6285,5.4806
5097.,5049.,Op,12.166,-11.275,2.1361
5189.,4295.,Br,16.443,-5.0177,7.5438
4957.,5105.,Co,11.374,-11.549,1.59905
4903.,4505.,Br,15.317,-4.1213,6.3404
5129.,4883.,Co,13.143,-10.165,3.19036
5037.,5191.,We,11.127,-11.488,1.5484
4933.,4981.,Br,12.779,-11.005,3.108615
5219.,4823.,Co,13.639,-10.219,3.591137
5015.,4319.,We,15.838,-4.7399,7.2516
5087.,4903.,Co,13.54,-10.159,3.63433
5077.,4299.,Br,15.956,-4.9419,7.3541
5041.,4389.,Co,15.241,-5.5204,6.5035
5151.,5015.,Op,11.99,-11.725,2.1304
5005.,4817.,Br,14.196,-8.5558,4.16643
5221.,4841.,Co,13.357,-10.388,3.187885
5289.,4437.,Co,16.261,-6.5866,6.3916
5199.,4241.,Urb,16.3,-3.6125,7.0807
5143.,4797.,Co,14.024,-9.7238,4.18677
5287.,4289.,Urb,16.078,-4.9296,6.89655
5281.,4643.,Co,14.739,-8.8778,5.11745
5183.,4833.,Op,13.507,-10.332,3.471555
5041.,4905.,Co,13.736,-9.9018,3.85616
5141.,4539.,Br,15.306,-7.1974,6.17755
4951.,4181.,Co,15.726,-2.2315,6.6559
5291.,4599.,We,15.098,-8.3483,5.61015
5261.,4357.,We,16.633,-5.8087,7.3012
5235.,4587.,Br,15.023,-8.2529,5.5086
4967.,5151.,Br,11.146,-11.423,1.54235
5021.,4805.,Co,14.315,-8.0162,3.98518
4927.,4345.,Ma,14.748,-2.9582,5.9706
4973.,4885.,Op,13.78,-9.8274,4.05256
5135.,4641.,Co,14.572,-8.0946,5.42265
5077.,4995.,We,13.212,-10.798,3.31415
4941.,4183.,Ma,15.726,-2.2315,6.6559
5103.,4695.,Op,14.534,-8.2814,5.26795
5111.,4437.,Co,15.498,-6.2509,6.53115
5273.,4481.,Br,16.27,-6.9583,5.8625
4959.,4841.,Br,13.948,-9.2654,4.142165
4969.,4823.,Br,14.269,-8.3313,4.334835
5163.,4649.,Co,14.809,-7.916,5.6135
5131.,4859.,Co,13.312,-10.166,3.364215
5045.,5261.,Br,10.589,-11.211,1.5446
5183.,4369.,Br,16.32,-5.6596,7.21925
4913.,5103.,We,10.54,-11.986,0.25415
5259.,4551.,We,15.775,-7.592,5.79065
5303.,4377.,Co,16.134,-6.3245,6.40215
5057.,4883.,Co,13.736,-9.9018,3.85616
5017.,4237.,Urb,16.055,-3.7514,7.37515
4989.,4173.,Ma,16.394,-2.536,7.3701
5263.,4317.,Co,16.475,-5.471,7.29605
4801.,5095.,Br,10.414,-13.045,0.12885
4939.,4289.,Ma,15.121,-2.5899,6.253
4937.,4135.,Ma,15.267,-0.71243,6.445
5033.,5097.,Co,11.677,-11.877,1.6708
5039.,5021.,We,12.656,-11.668,2.546335
5073.,4721.,Urb,14.911,-7.6672,5.3905
5033.,5077.,Co,11.968,-11.936,1.74685
4963.,5063.,Co,11.841,-11.48,2.09375
4987.,5147.,Co,11.151,-11.3,1.49945
5227.,4793.,Op,13.707,-10.029,3.75931
5081.,4229.,Co,15.999,-3.9345,7.395
4989.,5243.,We,10.726,-12.351,1.1565
4787.,5141.,Op,8.6802,-11.763,-1.17035
5077.,4413.,Br,15.355,-6.073,6.6149
4985.,4797.,Ma,14.161,-8.432,4.24632
5365.,4559.,Co,15.3,-8.2479,5.6531
5329.,4363.,Co,15.886,-6.2681,6.53215
4987.,4585.,Co,14.799,-5.488,5.84195
5379.,4585.,Co,15.159,-8.4413,5.591
5091.,4735.,Co,14.688,-8.1806,5.0615
5117.,4617.,Br,14.668,-7.7407,5.64945
5181.,4473.,Br,15.524,-6.9399,6.51875
5063.,5177.,Co,11.643,-10.972,2.085935
5093.,4947.,Co,13.438,-10.439,3.5492015
5099.,5097.,Co,11.434,-10.55,1.7031
5139.,4281.,Urb,15.966,-4.9983,7.3532
4999.,4215.,Urb,16.088,-3.564,7.3808
5195.,4463.,Co,15.524,-6.9399,6.51875
4969.,4309.,Co,15.797,-3.895,7.32455
5205.,4789.,Br,13.563,-9.9331,3.70022
5079.,4671.,Br,14.852,-7.6353,5.7075
5073.,5097.,We,11.584,-10.949,1.73145
5085.,4363.,Co,15.686,-5.3622,6.77915
4907.,5123.,Op,10.54,-11.986,0.25415
4991.,5285.,Op,9.7777,-11.638,0.5368
5305.,4357.,We,16.267,-6.0057,6.52185
5163.,4561.,Br,15.142,-7.5593,5.90075
5009.,4867.,Br,14.296,-9.0937,4.426715
5021.,4207.,Co,16.215,-3.3938,7.44115
4927.,5101.,We,11.248,-11.354,1.35155
5091.,4309.,Br,16.082,-4.9101,7.4404
5043.,5171.,Co,11.611,-11.019,2.024935
4983.,5165.,Co,11.49,-11.355,1.8932
4987.,4599.,Co,14.516,-5.6509,5.52495
4985.,4563.,Co,14.911,-6.013,6.06895
5213.,4591.,Br,15.236,-8.009,5.709
5299.,4327.,Co,16.442,-5.5897,7.2571
5021.,4845.,Co,14.097,-9.2258,4.22007
5129.,5085.,Op,11.953,-10.329,2.321025
4991.,4177.,Ma,16.394,-2.536,7.3701
5323.,4585.,Co,15.059,-8.3941,5.5526
4965.,5169.,Co,11.361,-11.425,1.7701
5183.,4495.,Br,15.62,-7.0089,6.47595
5231.,4697.,Co,14.663,-9.0422,4.9874
5327.,4415.,Op,15.863,-6.6702,6.56295
5277.,4511.,Co,16.121,-7.2577,5.86305
5005.,4923.,Co,14.107,-9.6473,4.318495
4985.,4315.,Co,15.803,-4.2062,7.36205
4971.,5015.,Br,12.704,-11.154,2.90403
5223.,4541.,Br,16.135,-7.1015,6.23675
5115.,5013.,Co,12.176,-11.382,2.2843
5033.,4827.,Co,14.126,-8.8321,4.092645
4949.,4529.,Urb,14.604,-4.4761,5.72425
5111.,4329.,Co,15.572,-5.5093,6.58415
5213.,4381.,Br,15.844,-6.3244,6.85335
5085.,5067.,Co,11.787,-11.205,1.7065
5303.,4585.,Co,15.098,-8.3483,5.61015
5009.,4489.,Co,15.05,-5.9947,6.4571
5015.,4863.,Br,14.262,-9.1697,4.394575
5085.,4285.,Co,15.801,-4.8256,7.2553
5199.,4615.,Co,15.012,-8.0892,5.61115
5129.,4951.,Co,12.924,-10.599,3.03139
5055.,4893.,Op,13.736,-9.9018,3.85616
4977.,5121.,We,10.991,-11.34,1.3184
5175.,4717.,Co,14.158,-8.7657,4.56785
5027.,4483.,Co,14.791,-6.3861,6.11245
5147.,4411.,Br,15.456,-6.1306,6.4564
4947.,4499.,Co,15.102,-4.8748,6.35405
4965.,4201.,Ma,15.726,-2.2315,6.6559
5085.,4831.,Co,13.829,-9.6481,3.934835
5011.,4631.,Co,14.164,-6.2936,5.1448
4997.,4233.,Urb,16.088,-3.564,7.3808
5101.,4839.,Co,14.283,-9.451,4.36463
5077.,5109.,Op,11.584,-10.949,1.73145
5085.,4919.,We,13.54,-10.159,3.63433
5247.,4321.,Co,16.607,-5.7469,7.42115
5171.,4737.,Op,14.014,-8.8623,4.400985
5227.,4533.,Br,16.135,-7.1015,6.23675
5019.,5003.,Co,12.732,-11.06,2.813385
5017.,4299.,Urb,15.851,-4.4146,7.3806
4977.,4865.,Br,13.78,-9.8274,4.05256
5033.,4965.,Co,13.107,-10.688,3.21896
5019.,4679.,Op,14.229,-6.0097,4.8203
5183.,4395.,Br,15.861,-5.9574,6.77625
5147.,4427.,Co,15.57,-6.2919,6.62995
5229.,4399.,Urb,15.891,-6.3885,6.86735
5155.,4835.,Co,13.648,-10.216,3.75731
4975.,4189.,Ma,16.394,-2.536,7.3701
5043.,4411.,Co,14.95,-5.8919,6.3757
4893.,5119.,Op,10.711,-12.116,0.29685
5099.,4455.,Co,14.967,-6.6493,6.1725
5341.,4563.,Br,15.313,-8.2332,5.731
5117.,4705.,Co,14.47,-8.4018,5.16435
5131.,4835.,Co,13.585,-10.066,3.7029935
4969.,4905.,Br,13.786,-10.251,4.07222
5061.,4403.,Co,15.17,-5.9869,6.5159
5115.,4677.,We,14.569,-8.2538,5.40605
5179.,4707.,Co,14.633,-8.6164,5.04375
5065.,5175.,Co,11.643,-10.972,2.085935
5329.,4471.,Co,16.128,-7.0327,6.01895
5185.,4529.,Br,15.655,-7.1107,6.3714
5113.,4587.,Co,14.516,-7.6637,5.5545
5015.,4433.,Co,14.706,-5.9078,6.2586
5219.,4843.,Co,13.357,-10.388,3.187885
5185.,4371.,Br,15.861,-5.9574,6.77625
5135.,4883.,Co,13.284,-10.246,3.27728
5101.,4481.,Urb,15.224,-6.7074,6.314
5187.,4855.,Co,13.507,-10.332,3.471555
5105.,4309.,Co,15.929,-5.0639,7.26185
4927.,4519.,Br,15.134,-4.6279,6.32245
5029.,4277.,Co,15.864,-4.2987,7.3633
5123.,4201.,Urb,16.256,-4.1273,7.48825
5027.,4627.,Urb,14.164,-6.2936,5.1448
5115.,4553.,Br,14.989,-7.224,5.9634
5285.,4299.,Co,16.222,-5.1121,7.01425
5135.,4489.,We,15.377,-6.8063,6.391
4993.,5135.,Op,10.933,-11.21,1.2771
5221.,4329.,Co,16.623,-5.6386,7.5176
4891.,4413.,Ma,14.729,-3.4302,5.577
5009.,4323.,Co,15.823,-4.6596,7.28345
5263.,4693.,We,14.595,-9.2583,4.8501
5171.,4581.,Br,15.303,-7.5673,6.00225
5301.,4641.,Co,14.909,-8.8249,5.201
4973.,5223.,Op,10.735,-12.491,1.08435
5349.,4491.,Br,15.748,-7.284,5.9773
5241.,4639.,Co,14.971,-8.5716,5.41585
4979.,4835.,Br,14.018,-9.2243,4.234425
5305.,4373.,Co,16.134,-6.3245,6.40215
5053.,4295.,Urb,15.861,-4.8099,7.3409
5027.,4179.,Co,16.09,-2.7169,7.1863
5259.,4345.,Br,16.616,-5.764,7.37525
5233.,4787.,Co,13.648,-10.069,3.6744115
5141.,4467.,Co,15.551,-6.6422,6.6004
4979.,4219.,Urb,16.067,-2.4888,7.0998
5303.,4667.,Co,14.492,-9.286,4.676415
5149.,4739.,Co,14.287,-8.8186,4.65525
5069.,4251.,Co,15.815,-4.3946,7.2492
5197.,4727.,Co,14.176,-9.0057,4.510475
5055.,5043.,Co,12.498,-11.618,2.29785
5351.,4463.,Co,15.717,-6.9706,6.2603
5025.,4355.,Br,15.722,-4.9653,6.8484
5131.,4757.,Co,14.287,-8.8186,4.65525
5183.,4323.,Br,16.512,-5.2856,7.53075
5033.,4975.,Op,13.107,-10.688,3.21896
4909.,4539.,Ma,15.317,-4.1213,6.3404
5139.,5081.,Co,11.819,-10.14,2.271505
5075.,4299.,Urb,15.956,-4.9419,7.3541
4983.,5257.,Br,10.726,-12.351,1.1565
4855.,4171.,Ma,15.184,-1.0656,6.54595
5171.,4867.,Co,13.192,-10.363,3.023645
5117.,4823.,Co,14.004,-9.7151,4.102065
5041.,5223.,Co,10.912,-11.761,1.5487
5337.,4439.,We,15.717,-6.7436,6.4766
4943.,4383.,Co,14.652,-4.0656,5.9934
5191.,4553.,We,15.8,-7.3051,6.3404
5311.,4387.,Co,15.818,-6.4924,6.3034
5275.,4305.,Co,16.475,-5.471,7.29605
5023.,4779.,Ma,14.552,-7.4454,4.1586
5057.,5265.,Br,10.684,-10.602,1.810755
5017.,4667.,Br,13.879,-5.5308,4.5993
5063.,4347.,Br,15.482,-5.3607,6.59775
5213.,4275.,Urb,16.438,-4.2323,7.30615
5353.,4525.,Br,15.361,-7.8436,5.8873
4969.,4449.,Co,14.994,-5.5229,6.4909
5003.,4393.,Op,14.922,-5.6002,6.38485
4945.,4177.,Ma,15.726,-2.2315,6.6559
4895.,4151.,Ma,15.267,-0.71243,6.445
5307.,4645.,Co,14.909,-8.8249,5.201
4959.,4333.,Co,15.414,-3.638,6.8024
4941.,4949.,Co,13.071,-10.841,3.3993675
4905.,5071.,Co,11.499,-11.496,1.48755
5079.,4435.,Co,14.803,-6.4511,6.1304
5153.,4867.,Br,13.428,-10.311,3.371605
5073.,4319.,We,15.924,-5.0151,7.17745
5185.,4905.,Op,12.921,-10.616,2.67089
4991.,4219.,Urb,16.088,-3.564,7.3808
5107.,4555.,We,15.005,-7.1458,6.02155
5185.,4275.,Br,16.474,-4.4321,7.5405
5253.,4633.,Co,14.885,-8.7076,5.3134
4971.,4865.,Br,13.78,-9.8274,4.05256
5231.,4395.,Br,16.052,-6.366,6.9554
5019.,5243.,We,10.157,-12.03,0.74785
5227.,4515.,Br,16.23,-6.8746,6.4001
5039.,4683.,Co,14.283,-6.6136,5.0462
5103.,4581.,Co,14.584,-7.5447,5.67
5369.,4593.,Co,15.023,-8.4543,5.60135
5313.,4463.,Br,16.108,-7.0363,5.9134
5059.,4793.,Co,14.227,-8.5313,4.083455
5159.,4243.,Br,16.63,-3.6475,7.6157
5229.,4479.,Co,16.111,-6.8044,6.8037
5065.,4445.,Co,14.761,-6.3991,6.0978
5149.,4955.,Co,12.771,-10.96,2.832485
5379.,4535.,We,15.3,-8.2479,5.6531
5301.,4449.,Br,16.143,-6.6932,6.69345
4769.,5137.,Op,7.2534,-10.934,-2.343665
5085.,4425.,Co,15.355,-6.073,6.6149
5041.,5191.,We,11.213,-11.52,1.683
5269.,4399.,Co,16.326,-6.3931,6.9516
4937.,4181.,Ma,15.726,-2.2315,6.6559
4949.,5073.,Co,11.964,-11.295,2.223925
5261.,4539.,Br,15.775,-7.592,5.79065
5103.,4435.,Co,14.967,-6.6493,6.1725
4971.,5017.,Br,12.704,-11.154,2.90403
5075.,5065.,Op,11.892,-11.455,1.68935
5127.,4229.,Br,16.256,-4.1273,7.48825
5195.,4913.,Co,12.951,-10.694,2.67812
4983.,4617.,Ma,14.516,-5.6509,5.52495
5259.,4383.,Co,16.266,-6.333,6.9989
5047.,5017.,Co,12.895,-11.25,2.88066
5003.,4933.,Op,13.623,-10.258,3.817115
4937.,4963.,Co,13.116,-10.96,3.48034
5223.,4511.,We,16.23,-6.8746,6.4001
5347.,4439.,Br,15.658,-6.7473,6.44405
4911.,5059.,Co,11.67,-10.762,1.94775
4997.,4189.,Urb,16.394,-2.536,7.3701
5041.,5063.,Co,12.077,-11.872,1.7928
5237.,4441.,Co,15.816,-6.9345,6.71665
5253.,4545.,Co,15.775,-7.592,5.79065
5051.,5107.,Co,11.645,-11.219,1.7503
5091.,4549.,Co,15.223,-6.8534,6.21145
4765.,5151.,Op,7.2534,-10.934,-2.343665
5033.,5157.,We,11.825,-10.628,2.27496
5191.,4831.,Co,13.441,-10.373,3.332
5125.,4483.,We,15.377,-6.8063,6.391
5229.,4643.,Co,14.716,-8.6857,5.1586
5055.,4411.,Co,15.041,-5.9316,6.4371
5369.,4473.,Br,15.453,-7.4982,5.9844
4951.,4375.,Br,15.204,-4.3433,6.6017
5109.,5015.,We,12.424,-11.354,2.513565
5047.,4409.,We,14.95,-5.8919,6.3757
5139.,4929.,Co,13.105,-10.494,3.11899
4939.,4379.,Co,14.555,-3.2406,5.78745
5237.,4781.,Co,13.648,-10.069,3.6744115
5161.,4633.,Co,14.809,-7.916,5.6135
5153.,4541.,We,15.397,-7.2364,6.22305
5085.,4889.,Co,13.616,-9.9429,3.7192
5029.,5267.,We,10.174,-11.775,0.8907
5073.,4633.,Br,14.906,-7.5349,5.7113
5323.,4513.,We,16.122,-7.2962,5.52365
5023.,4461.,Co,14.649,-6.4158,5.9996
5201.,4667.,We,14.616,-8.553,5.0946
5107.,4773.,Co,14.531,-8.6648,4.7334
5123.,4739.,Co,14.393,-8.6751,4.80365
5115.,4981.,Br,12.527,-11.136,2.70451
5107.,4397.,Co,15.771,-5.8859,6.7913
5053.,4883.,Co,13.736,-9.9018,3.85616
4871.,4477.,Ma,14.729,-3.4302,5.577
5153.,4735.,Op,14.164,-8.9068,4.52377
4903.,4521.,Ma,15.317,-4.1213,6.3404
5141.,4377.,We,15.954,-5.3664,6.2134
5145.,4287.,Urb,16.06,-5.0036,7.3801
4875.,4183.,Ma,15.267,-0.71243,6.445
5181.,4257.,Co,16.474,-4.4321,7.5405
4983.,4459.,Op,14.981,-5.6753,6.487
4779.,5137.,Op,8.1013,-11.434,-1.63795
4955.,4919.,Co,13.538,-10.549,3.834915
5087.,4873.,We,13.652,-9.8643,3.772305
5131.,4499.,We,15.373,-6.8923,6.37145
5287.,4479.,Co,16.485,-6.6381,5.85115
5003.,5139.,Op,11.275,-11.11,1.65295
5253.,4429.,Urb,15.793,-6.8114,6.6775
5011.,4427.,Co,14.706,-5.9078,6.2586
4931.,4469.,Co,15.132,-4.8967,6.39585
5121.,4677.,Co,14.569,-8.2538,5.40605
5093.,4357.,Br,15.712,-5.47,6.71645
5057.,4357.,Br,15.762,-4.9915,6.68545
5041.,4253.,Br,15.738,-4.5064,7.2694
5133.,4451.,Co,15.456,-6.6051,6.49325
4883.,5125.,We,10.755,-12.08,0.33735
4983.,5215.,Br,10.881,-12.318,1.24175
5171.,4659.,Co,14.704,-8.3369,5.28895
5119.,4677.,Co,14.569,-8.2538,5.40605
5005.,5075.,Op,11.841,-11.912,1.94905
4935.,5139.,Br,10.99,-11.637,1.07985
4999.,5297.,Op,9.7814,-10.565,0.9309
5141.,4441.,We,15.456,-6.6051,6.49325
5127.,5047.,Co,12.172,-10.967,2.33911
5093.,4835.,Op,13.829,-9.6481,3.934835
4951.,4925.,Br,13.538,-10.549,3.834915
5057.,5061.,Br,12.077,-11.872,1.7928
5067.,4497.,We,14.763,-6.7487,5.94375
4915.,5043.,Co,12.008,-10.714,2.387525
5341.,4601.,Co,14.932,-8.4922,5.4933
4963.,4931.,Co,13.481,-10.463,3.76193
4975.,5009.,Co,12.704,-11.154,2.90403
5069.,5161.,Co,11.579,-10.174,2.166325
5111.,4197.,Br,16.194,-3.1537,7.1795
5239.,4509.,Co,16.23,-6.8746,6.4001
4957.,5067.,Co,11.964,-11.295,2.223925
5147.,4869.,Co,13.391,-10.251,3.406595
5213.,4577.,Co,15.803,-7.5069,6.1027
5099.,4591.,Co,14.36,-7.5867,5.50165
5235.,4687.,Co,14.56,-8.9615,4.91795
5029.,4199.,Co,16.215,-3.3938,7.44115
5053.,4153.,Co,15.823,-1.8409,6.58295
5105.,4321.,Co,15.683,-5.3451,6.83395
5011.,4323.,Co,15.838,-4.7399,7.2516
4995.,5245.,Br,10.375,-12.279,0.85405
5217.,4611.,Co,14.829,-8.2978,5.38225
5065.,4207.,Co,15.973,-3.9595,7.28875
5023.,4491.,Co,14.791,-6.3861,6.11245
5201.,4871.,Co,13.22,-10.502,2.95213
4923.,4991.,Co,12.509,-11.094,2.87697
5109.,4871.,Co,13.586,-10.015,3.671625
5169.,4771.,Br,13.948,-9.5788,4.162425
5185.,4563.,Urb,15.8,-7.3051,6.3404
5277.,4493.,Br,16.27,-6.9583,5.8625
5357.,4527.,Br,15.361,-7.8436,5.8873
5271.,4403.,Co,16.492,-6.3001,6.93845
4983.,4951.,Co,13.167,-10.596,3.373429
5211.,4757.,Co,13.846,-9.615,4.056345
