x,y,Habitat,JunJul,DJF,AprMay
5379.,4611.,Co,14.819,-8.5682,5.4397
5001.,4629.,Co,13.934,-5.761,4.8138
5049.,4623.,Br,14.593,-7.2201,5.66415
5077.,4629.,Br,14.611,-7.4847,5.6924
5115.,4625.,Co,14.668,-7.7407,5.64945
5153.,4621.,Co,14.698,-7.8987,5.5573
5181.,4627.,Co,15.063,-7.9315,5.7187
5229.,4621.,Br,14.704,-8.471,5.2266
5257.,4627.,Co,14.971,-8.5716,5.41585
5295.,4623.,Br,15.057,-8.472,5.49375
5323.,4629.,Co,14.913,-8.639,5.3258
5363.,4625.,Op,14.878,-8.7084,5.2854
5017.,4633.,Urb,14.164,-6.2936,5.1448
5045.,4639.,Co,14.593,-7.2201,5.66415
5083.,4635.,Br,14.906,-7.5349,5.7113
5121.,4631.,Co,14.723,-7.7617,5.6772
5159.,4635.,Br,14.698,-7.8987,5.5573
5197.,4631.,Co,14.789,-8.2233,5.41525
5225.,4637.,Co,14.704,-8.471,5.2266
5263.,4633.,Co,14.885,-8.7076,5.3134
5291.,4639.,Co,14.833,-8.849,5.17055
5331.,4635.,Co,14.896,-8.6837,5.303
5023.,4641.,Co,14.44,-6.9489,5.54405
5051.,4647.,Co,14.706,-7.3804,5.64675
5099.,4641.,Co,14.817,-7.6608,5.6658
5127.,4647.,Co,14.572,-8.0946,5.42265
5165.,4643.,Co,14.809,-7.916,5.6135
5193.,4649.,Co,14.789,-8.2233,5.41525
5231.,4645.,Co,14.716,-8.6857,5.1586
5269.,4649.,Co,14.621,-8.9137,5.0386
5307.,4645.,Co,14.909,-8.8249,5.201
5019.,4651.,Urb,13.879,-5.5308,4.5993
5047.,4657.,Br,14.648,-7.2926,5.54975
5085.,4653.,Co,14.817,-7.6608,5.6658
5113.,4659.,Co,14.65,-7.9633,5.53375
5151.,4655.,Co,14.773,-8.1761,5.48115
5189.,4659.,Co,14.56,-8.4562,5.1102
5227.,4655.,Co,14.716,-8.6857,5.1586
5265.,4651.,Co,14.589,-9.0164,4.9482
5293.,4657.,Co,14.833,-8.849,5.17055
5017.,4667.,Br,13.879,-5.5308,4.5993
5055.,4663.,Urb,14.767,-7.4917,5.64185
5083.,4669.,Co,14.842,-7.7815,5.7003
5121.,4665.,Co,14.572,-8.0946,5.42265
5159.,4669.,Co,14.773,-8.1761,5.48115
5197.,4665.,Co,14.616,-8.553,5.0946
5235.,4661.,Co,14.621,-8.8489,5.02585
5263.,4667.,Co,14.589,-9.0164,4.9482
5301.,4665.,Co,14.492,-9.286,4.676415
5031.,4671.,We,14.389,-6.8991,5.27925
5069.,4675.,We,14.852,-7.6353,5.7075
5107.,4671.,Co,14.608,-8.1559,5.4835
5135.,4677.,We,14.616,-8.308,5.36235
5173.,4673.,Co,14.704,-8.3369,5.28895
5201.,4679.,Urb,14.605,-8.6573,5.05145
5249.,4673.,Co,14.663,-9.0422,4.9874
5277.,4679.,Co,14.453,-9.1762,4.7726
5005.,4685.,Ma,13.879,-5.5308,4.5993
5043.,4681.,Co,14.527,-7.0252,5.4299
5071.,4687.,Br,14.77,-7.914,5.5756
5119.,4681.,Co,14.569,-8.2538,5.40605
5147.,4687.,We,14.7,-8.3936,5.32
5185.,4683.,Co,14.633,-8.6164,5.04375
5213.,4689.,Co,14.655,-8.7735,5.0547
5251.,4685.,Co,14.639,-9.1428,4.93865
5289.,4689.,Co,14.562,-9.3334,4.77415
5017.,4693.,Urb,14.229,-6.0097,4.8203
5045.,4699.,We,14.527,-7.0252,5.4299
5083.,4695.,We,14.642,-8.1125,5.4367
5121.,4691.,Br,14.616,-8.308,5.36235
5159.,4695.,We,14.614,-8.5327,5.12355
5197.,4691.,Co,14.394,-8.7613,4.7878
5225.,4697.,Co,14.196,-9.1426,4.519985
5263.,4693.,We,14.595,-9.2583,4.8501
5291.,4699.,Co,14.429,-9.4446,4.59633
5029.,4709.,Co,14.283,-6.6136,5.0462
5067.,4705.,Br,14.876,-7.6414,5.71565
5105.,4701.,Co,14.534,-8.2814,5.26795
5133.,4707.,Co,14.457,-8.5378,5.0323
5171.,4703.,Br,14.633,-8.6164,5.04375
5209.,4707.,Co,14.344,-8.8589,4.72045
5247.,4703.,Co,14.357,-9.3387,4.612145
5275.,4709.,Co,14.562,-9.3334,4.77415
5019.,4711.,Urb,14.229,-6.0097,4.8203
5047.,4717.,Urb,14.69,-7.0608,5.32115
5085.,4713.,Co,14.642,-8.1125,5.4367
5113.,4719.,We,14.47,-8.4018,5.16435
5151.,4715.,Co,14.201,-8.7163,4.6507
5189.,4719.,Co,14.014,-8.8623,4.400985
5227.,4715.,We,14.196,-9.1426,4.519985
5265.,4711.,We,14.344,-9.4544,4.55689
5293.,4717.,Co,14.159,-9.7147,4.24044
5025.,4725.,Ma,14.69,-7.0608,5.32115
5063.,4721.,Co,14.911,-7.6672,5.3905
5091.,4727.,We,14.688,-8.1806,5.0615
5139.,4721.,Co,14.457,-8.5378,5.0323
5167.,4727.,Br,14.158,-8.7657,4.56785
5205.,4723.,Br,14.095,-9.1789,4.39949
5233.,4729.,Co,14.336,-9.2127,4.63135
5271.,4725.,Co,14.318,-9.5531,4.492265
5021.,4731.,Ma,14.69,-7.0608,5.32115
5059.,4735.,Co,14.942,-7.3682,5.36645
5097.,4731.,Co,14.688,-8.1806,5.0615
5125.,4737.,Co,14.393,-8.6751,4.80365
5163.,4733.,Op,14.158,-8.7657,4.56785
5191.,4739.,Co,14.176,-9.0057,4.510475
5239.,4733.,Op,14.098,-9.4495,4.32548
5267.,4739.,Op,13.996,-9.742,4.122355
5057.,4747.,Co,14.754,-7.1996,4.45555
5095.,4743.,Co,14.688,-8.1806,5.0615
5123.,4749.,Co,14.393,-8.6751,4.80365
5161.,4745.,Op,13.899,-9.0163,4.25474
5199.,4749.,Co,13.886,-9.4247,4.14528
5237.,4745.,Co,14.027,-9.5667,4.22484
5271.,4743.,Co,13.99,-9.7905,4.086425
5069.,4753.,Op,14.726,-7.5462,4.593465
5097.,4759.,Br,14.581,-8.4204,4.7483
5135.,4755.,Co,14.287,-8.8186,4.65525
5173.,4751.,Op,13.79,-9.0886,4.135615
5201.,4757.,Co,13.846,-9.615,4.056345
5249.,4751.,Co,14.061,-9.6592,4.21362
5003.,4763.,Ma,14.367,-7.8396,3.944115
5041.,4769.,Co,14.518,-7.7094,4.203785
5089.,4763.,Co,14.561,-8.192,4.62621
5117.,4769.,We,14.531,-8.6648,4.7334
5155.,4765.,Co,13.957,-9.3991,4.202145
5193.,4761.,Co,13.886,-9.4247,4.14528
5221.,4767.,Br,13.867,-9.7332,4.02751
5261.,4765.,Co,13.954,-9.9094,3.97235
5031.,4771.,Co,14.552,-7.4454,4.1586
5069.,4775.,Co,14.452,-8.2255,4.32958
5107.,4771.,Co,14.531,-8.6648,4.7334
5135.,4777.,Co,14.318,-9.0916,4.53733
5173.,4773.,Op,13.772,-9.7128,3.96922
5201.,4779.,Co,13.846,-9.615,4.056345
5241.,4777.,Op,13.858,-9.8933,3.926605
5055.,4785.,Op,14.546,-7.9514,4.32183
5093.,4781.,Co,14.489,-8.7158,4.504775
5121.,4787.,We,14.325,-9.3324,4.45359
5169.,4781.,Op,13.948,-9.5788,4.162425
5197.,4787.,Op,13.55,-9.8561,3.722725
5235.,4783.,Op,13.648,-10.069,3.6744115
5003.,4799.,Ma,14.367,-7.8396,3.944115
5041.,4795.,Br,14.243,-8.2921,4.0147
5079.,4799.,Co,14.471,-8.5174,4.418715
5117.,4795.,We,14.46,-9.0813,4.565555
5155.,4791.,Br,14.024,-9.7238,4.18677
5183.,4797.,Co,13.55,-9.8561,3.722725
5221.,4793.,Co,13.707,-10.029,3.75931
4987.,4803.,Ma,14.161,-8.432,4.24632
5015.,4809.,Br,14.367,-7.8396,3.944115
5053.,4805.,Br,14.227,-8.5313,4.083455
5091.,4801.,Co,14.191,-9.3173,4.25792
5129.,4805.,Co,14.325,-9.3324,4.45359
5167.,4801.,Co,13.787,-9.9471,3.93952
5195.,4807.,Co,13.484,-10.195,3.5254145
5233.,4803.,Co,13.648,-10.069,3.6744115
4997.,4811.,Br,14.175,-8.5431,4.244205
5025.,4817.,Co,14.315,-8.0162,3.98518
5063.,4813.,We,14.281,-8.721,4.204585
5091.,4819.,Co,14.191,-9.3173,4.25792
5139.,4813.,Co,13.784,-9.8951,3.89471
5167.,4819.,Co,13.613,-10.103,3.74296
5205.,4815.,Co,13.518,-10.235,3.501326
4969.,4825.,Br,14.269,-8.3313,4.334835
5007.,4821.,Op,14.097,-8.5982,4.02065
5035.,4827.,Co,14.126,-8.8321,4.092645
5073.,4823.,Co,14.18,-9.0028,4.18123
5101.,4829.,Co,14.283,-9.451,4.36463
5149.,4823.,Co,13.585,-10.066,3.7029935
5177.,4829.,Co,13.556,-10.337,3.568216
5215.,4825.,Co,13.639,-10.219,3.591137
4973.,4833.,Br,14.018,-9.2243,4.234425
5001.,4839.,We,14.097,-8.5982,4.02065
5049.,4833.,Op,14.045,-8.9587,4.03659
5077.,4839.,We,13.85,-9.4937,3.95736
5115.,4835.,Co,14.004,-9.7151,4.102065
5153.,4831.,Co,13.648,-10.216,3.75731
5181.,4837.,Co,13.507,-10.332,3.471555
5229.,4831.,Co,13.655,-10.215,3.5810175
4979.,4847.,Br,14.018,-9.2243,4.234425
5017.,4843.,Br,14.262,-9.1697,4.394575
5045.,4849.,Br,14.045,-8.9587,4.03659
5083.,4845.,Co,13.829,-9.6481,3.934835
5121.,4841.,Co,13.396,-10.065,3.4716695
5159.,4845.,Co,13.61,-10.32,3.671592
5197.,4841.,Co,13.441,-10.373,3.332
5225.,4847.,Co,13.357,-10.388,3.187885
4977.,4851.,Br,14.124,-9.1784,4.330435
5005.,4857.,Br,14.296,-9.0937,4.426715
5043.,4853.,Br,13.83,-9.4673,3.955075
5071.,4859.,Co,13.85,-9.4937,3.95736
5119.,4853.,Co,13.396,-10.065,3.4716695
5147.,4859.,Urb,13.391,-10.251,3.406595
5185.,4855.,Co,13.507,-10.332,3.471555
5223.,4851.,Co,13.409,-10.382,3.220265
4965.,4861.,We,13.893,-9.9154,4.170925
4993.,4867.,Br,14.296,-9.0937,4.426715
5031.,4863.,Br,13.977,-9.3273,4.09749
5069.,4867.,Co,13.662,-9.772,3.789745
5107.,4863.,Co,13.586,-10.015,3.671625
5135.,4869.,Co,13.312,-10.166,3.364215
5173.,4865.,Co,13.192,-10.363,3.023645
5211.,4861.,Co,13.357,-10.388,3.187885
4937.,4877.,Br,13.838,-10.111,4.115925
4977.,4873.,Op,13.78,-9.8274,4.05256
5005.,4879.,Br,14.332,-9.3011,4.5309
5043.,4875.,Br,13.83,-9.4673,3.955075
5081.,4871.,Co,13.652,-9.8643,3.772305
5119.,4875.,Co,13.245,-10.109,3.31767
5157.,4871.,Co,13.428,-10.311,3.371605
5185.,4877.,Co,13.222,-10.434,2.96607
5223.,4873.,Co,13.122,-10.516,2.86546
4957.,4887.,Br,13.858,-9.981,4.127115
4995.,4883.,Br,14.171,-9.4044,4.39023
5023.,4889.,Co,14.07,-9.5544,4.208685
5061.,4885.,Co,13.568,-10.052,3.680535
5099.,4889.,Co,13.586,-10.015,3.671625
5137.,4885.,We,13.284,-10.246,3.27728
5175.,4881.,Co,13.123,-10.434,2.94643
5203.,4887.,Co,13.22,-10.502,2.95213
4959.,4891.,We,13.798,-10.305,4.09123
4987.,4897.,We,13.761,-10.111,4.03614
5025.,4893.,Co,14.07,-9.5544,4.208685
5053.,4899.,Co,13.736,-9.9018,3.85616
5091.,4895.,Co,13.419,-10.188,3.499835485
5129.,4899.,We,13.143,-10.165,3.19036
5167.,4895.,Co,13.123,-10.434,2.94643
5205.,4891.,We,12.951,-10.694,2.67812
4947.,4907.,Br,13.63,-10.376,3.946435
4985.,4903.,Co,13.761,-10.111,4.03614
5013.,4909.,Co,14.107,-9.6473,4.318495
5051.,4905.,Co,13.568,-10.052,3.680535
5089.,4909.,Co,13.54,-10.159,3.63433
5127.,4905.,Co,13.253,-10.374,3.280595
5165.,4901.,We,13.123,-10.434,2.94643
5193.,4907.,Co,12.951,-10.694,2.67812
4959.,4913.,Co,13.538,-10.549,3.834915
4987.,4919.,Co,13.729,-9.8931,3.99226
5025.,4915.,Co,13.89,-9.7995,4.047345
5063.,4911.,Co,13.299,-10.346,3.4295645
5091.,4917.,We,13.419,-10.188,3.499835485
5139.,4911.,Co,13.105,-10.494,3.11899
5167.,4917.,Co,13.021,-10.79,2.943785
5205.,4913.,Op,12.916,-10.709,2.65122
4963.,4921.,Co,13.481,-10.463,3.76193
4991.,4927.,Co,13.793,-10.21,4.01276
5039.,4921.,Co,13.597,-10.137,3.71134
5067.,4927.,Co,13.299,-10.346,3.4295645
5105.,4923.,Co,13.438,-10.439,3.5492015
5133.,4929.,Co,13.105,-10.494,3.11899
5171.,4925.,Co,13.053,-11.025,2.913575
4935.,4933.,Co,13.479,-10.63,3.797075
4963.,4939.,Co,13.481,-10.463,3.76193
5001.,4935.,Co,13.623,-10.258,3.817115
5039.,4939.,Co,13.29,-10.387,3.4254595
5077.,4935.,Co,13.354,-10.38,3.481063
5115.,4931.,Co,13.492,-10.478,3.59152
5143.,4937.,Op,12.736,-10.726,2.86891
5181.,4933.,We,12.881,-11.176,2.72823
4937.,4949.,Co,13.116,-10.96,3.48034
4975.,4945.,Co,13.577,-10.375,3.844745
5013.,4941.,Co,13.338,-10.23,3.51179
5041.,4947.,Co,13.034,-10.393,3.174935
5089.,4941.,We,13.262,-10.535,3.41280485
5117.,4947.,Co,13.204,-10.522,3.31604
5155.,4943.,Co,12.771,-10.96,2.832485
4919.,4953.,Br,13.241,-11.186,3.68813
4947.,4959.,Co,13.071,-10.841,3.3993675
4985.,4955.,Co,13.167,-10.596,3.373429
5023.,4951.,Co,13.326,-10.312,3.476474
5051.,4957.,Co,13.044,-10.417,3.187655
5099.,4951.,We,13.286,-10.598,3.43380325
5127.,4957.,Co,12.924,-10.599,3.03139
5165.,4953.,Op,12.691,-11.153,2.69789
4933.,4965.,Co,13.116,-10.96,3.48034
4971.,4961.,Co,13.354,-10.66,3.590455
5009.,4965.,Co,13.087,-10.668,3.233225
5047.,4961.,Co,13.018,-10.753,3.109045
5075.,4967.,Co,13.262,-10.535,3.41280485
5113.,4963.,Br,13.166,-10.677,3.342487
5141.,4969.,Co,12.873,-10.992,3.09032
4937.,4971.,Co,12.779,-11.005,3.108615
4965.,4977.,We,12.98,-10.971,3.2404645
5003.,4973.,We,13.087,-10.668,3.233225
5031.,4979.,Co,13.107,-10.688,3.21896
5079.,4973.,Br,13.212,-10.798,3.31415
5107.,4979.,Br,13.166,-10.677,3.342487
5145.,4975.,Br,12.873,-10.992,3.09032
4929.,4987.,Co,12.805,-11.121,3.1789775
4967.,4983.,Co,12.98,-10.971,3.2404645
4995.,4989.,Co,12.877,-11.014,3.030665
5033.,4985.,We,13.018,-10.753,3.109045
5071.,4981.,Co,13.212,-10.798,3.31415
5109.,4985.,Op,12.674,-11.019,2.836025
5147.,4981.,Co,12.873,-10.992,3.09032
4925.,4997.,Co,12.509,-11.094,2.87697
4963.,4993.,Co,12.883,-10.934,3.101455
4991.,4999.,Co,12.877,-11.014,3.030665
5039.,4993.,Co,13.063,-11.305,3.074105
5067.,4999.,Co,13.212,-10.798,3.31415
5105.,4995.,Br,12.674,-11.019,2.836025
5143.,4991.,Co,12.226,-11.717,2.37105
4925.,5005.,Co,12.509,-11.094,2.87697
4963.,5001.,Co,12.85,-11.176,3.09241
4991.,5007.,Br,12.838,-11.041,2.952465
5039.,5001.,Br,13.063,-11.305,3.074105
5067.,5007.,Co,12.846,-11.21,2.8241
5105.,5003.,We,12.674,-11.019,2.836025
5133.,5009.,Co,12.358,-11.549,2.521195
4911.,5013.,Co,12.509,-11.094,2.87697
4949.,5017.,Co,12.544,-10.939,2.850555
4987.,5013.,We,12.625,-11.244,2.77896
5015.,5019.,Br,12.575,-11.488,2.582975
5053.,5015.,Op,12.826,-11.213,2.800455
5091.,5011.,Br,12.639,-11.329,2.693105
5129.,5015.,Op,12.176,-11.382,2.2843
4893.,5025.,Co,12.52,-11.874,2.770195
4931.,5021.,Br,12.492,-10.782,2.824025
4969.,5025.,Br,12.85,-11.176,3.09241
5007.,5021.,Co,12.505,-11.393,2.563535
5035.,5027.,We,12.656,-11.668,2.546335
5073.,5023.,Co,12.77,-11.233,2.76318
5101.,5029.,We,12.424,-11.354,2.513565
5149.,5023.,Co,11.833,-11.46,2.0039
4917.,5035.,We,12.008,-10.714,2.387525
4955.,5031.,Co,12.611,-11.163,2.85198
4983.,5037.,Br,12.119,-11.424,2.300605
5021.,5033.,Co,12.733,-11.573,2.690535
5059.,5037.,We,12.498,-11.618,2.29785
5097.,5033.,We,12.001,-11.373,1.87765
5125.,5039.,Co,11.88,-11.417,2.02475
4889.,5045.,Co,12.123,-12.085,2.1736
4927.,5041.,Co,11.994,-10.409,2.38814
4955.,5047.,Co,12.611,-11.163,2.85198
4993.,5043.,Co,11.863,-11.63,1.9356
5021.,5049.,Br,12.277,-11.872,2.21105
5069.,5043.,Op,12.431,-11.56,2.2195
5097.,5049.,Op,12.166,-11.275,2.1361
5135.,5045.,Co,11.833,-11.46,2.0039
4885.,5051.,Co,12.071,-11.81,2.1913
4913.,5057.,Co,11.67,-10.762,1.94775
4951.,5053.,We,12.611,-11.163,2.85198
4989.,5057.,We,11.844,-11.502,1.97235
5027.,5053.,Br,12.136,-11.969,1.991
5055.,5059.,Op,12.077,-11.872,1.7928
5093.,5055.,Op,12.166,-11.275,2.1361
5131.,5051.,Co,11.995,-10.824,2.245345
5161.,5059.,Co,11.617,-10.379,2.03905
4901.,5065.,Co,11.67,-10.762,1.94775
4939.,5069.,Co,12.012,-10.936,2.297045
4977.,5065.,Co,11.684,-11.761,1.94755
5015.,5061.,Br,12.277,-11.872,2.21105
5043.,5067.,We,12.077,-11.872,1.7928
5081.,5063.,Op,11.787,-11.205,1.7065
5119.,5067.,Co,12.172,-10.967,2.33911
5157.,5063.,Co,11.617,-10.379,2.03905
4871.,5077.,We,11.564,-12.031,1.38615
4919.,5071.,We,11.858,-10.751,2.157625
4947.,5077.,Co,11.964,-11.295,2.223925
4985.,5073.,Co,11.818,-11.878,2.0511
5013.,5079.,We,11.861,-11.961,1.89725
5051.,5075.,We,12.087,-11.749,1.7505
5089.,5079.,Co,11.787,-11.205,1.7065
5127.,5075.,Co,11.953,-10.329,2.321025
5161.,5073.,Co,11.899,-10.374,2.31735
4853.,5089.,We,11.652,-12.541,1.4065
4891.,5085.,Co,11.458,-11.529,1.4245
4929.,5089.,Br,11.248,-11.354,1.35155
4967.,5085.,We,11.684,-11.761,1.94755
5005.,5081.,We,11.841,-11.912,1.94905
5033.,5087.,Co,11.677,-11.877,1.6708
5071.,5083.,We,11.787,-11.205,1.7065
5109.,5087.,Co,11.946,-10.52,2.22131
5147.,5083.,Op,11.922,-10.03,2.430215
4839.,5093.,We,10.634,-12.908,0.18435
4867.,5099.,Br,10.965,-12.278,0.44495
4905.,5095.,We,11.499,-11.496,1.48755
4943.,5091.,Co,11.197,-11.432,1.36865
4971.,5097.,Br,11.421,-11.573,1.7041
5019.,5091.,Co,11.747,-11.92,1.7804
5047.,5097.,Co,11.712,-11.692,1.7079
5085.,5093.,Co,11.421,-10.728,1.62585
5113.,5099.,We,11.953,-10.329,2.321025
4803.,5107.,Op,10.414,-13.045,0.12885
4841.,5103.,We,10.814,-12.725,0.3179
4873.,5109.,We,10.631,-12.039,0.23215
4911.,5105.,Br,10.54,-11.986,0.25415
4949.,5109.,Br,11.197,-11.432,1.36865
4987.,5105.,Co,11.469,-11.64,1.75505
5025.,5101.,Co,11.358,-11.277,1.6745
5053.,5107.,Co,11.645,-11.219,1.7503
5091.,5103.,Co,11.434,-10.55,1.7031
4779.,5113.,Op,9.233,-12.136,-0.6868
4813.,5111.,Op,10.415,-12.899,0.1578
4895.,5117.,We,10.711,-12.116,0.29685
4937.,5113.,We,10.99,-11.637,1.07985
4967.,5119.,We,11.466,-11.649,1.72415
5005.,5115.,Co,11.492,-11.567,1.75465
5043.,5111.,Op,11.108,-10.813,1.4894
5071.,5117.,Op,11.596,-10.128,2.107705
4779.,5125.,Op,9.233,-12.136,-0.6868
4817.,5121.,We,10.415,-12.899,0.1578
4937.,5125.,Br,10.99,-11.637,1.07985
4977.,5123.,Co,10.991,-11.34,1.3184
5005.,5129.,Co,11.492,-11.567,1.75465
5043.,5125.,Op,11.108,-10.813,1.4894
5081.,5121.,Co,11.53,-10.113,2.050545
4783.,5135.,Op,8.977,-12.521,-1.1611
4941.,5135.,Co,11.227,-11.544,1.42625
4979.,5139.,Co,10.991,-11.34,1.3184
5017.,5135.,Co,11.604,-10.981,2.00125
5055.,5131.,Co,11.78,-10.557,2.217875
4773.,5141.,Op,8.1013,-11.434,-1.63795
4941.,5147.,We,11.291,-11.633,1.55635
4989.,5141.,Co,11.151,-11.3,1.49945
5017.,5147.,Co,11.604,-10.981,2.00125
5055.,5143.,Co,11.556,-10.262,2.102845
4773.,5155.,Op,8.1013,-11.434,-1.63795
4965.,5155.,Co,11.146,-11.423,1.54235
5003.,5151.,Co,11.354,-11.262,1.752
5031.,5157.,Co,11.825,-10.628,2.27496
5071.,5155.,Co,12.242,-10.102,2.8558
4977.,5165.,Co,11.547,-11.412,1.9586
5015.,5161.,Co,11.598,-11.309,2.0034
5043.,5167.,We,11.684,-11.024,2.09267
4951.,5177.,Br,10.904,-12.277,1.23075
4999.,5171.,Co,11.354,-11.262,1.752
5027.,5177.,We,11.644,-11.301,2.06013
5065.,5173.,Co,11.643,-10.972,2.085935
4973.,5181.,Br,10.511,-12.076,0.83455
5001.,5187.,Co,11.408,-11.756,1.7997
5049.,5181.,We,11.611,-11.019,2.024935
4947.,5195.,Br,11.279,-12.138,1.62915
4981.,5193.,Br,10.685,-11.946,1.0307
5019.,5197.,Co,11.378,-11.747,1.7941
5057.,5193.,Co,11.643,-10.972,2.085935
4967.,5203.,Op,10.375,-12.656,0.69965
4995.,5209.,We,11.408,-11.756,1.7997
5033.,5205.,We,11.127,-11.488,1.5484
5071.,5201.,Co,11.43,-11.152,2.11527
4973.,5217.,Op,10.735,-12.491,1.08435
5011.,5213.,Co,10.834,-12.051,1.2972
5049.,5217.,We,11.309,-11.459,1.83195
4965.,5221.,Op,10.375,-12.656,0.69965
4993.,5227.,We,10.849,-12.271,1.2296
5031.,5223.,Co,10.857,-11.879,1.42605
4943.,5237.,Br,10.017,-12.721,0.4037
4983.,5233.,Op,10.735,-12.492,1.12795
5011.,5239.,Br,10.834,-12.051,1.2972
5059.,5233.,Co,10.952,-11.539,1.6864
4965.,5243.,Op,10.449,-12.611,0.8304
4993.,5249.,Br,10.375,-12.279,0.85405
5031.,5245.,Br,10.912,-11.761,1.5487
5069.,5249.,Co,10.536,-10.813,1.50615
4987.,5255.,Op,10.726,-12.351,1.1565
5025.,5251.,Br,10.174,-11.775,0.8907
5053.,5257.,Op,10.684,-10.602,1.810755
4975.,5263.,Op,10.164,-11.975,0.7521
5003.,5269.,Op,10.109,-12.143,0.66215
5041.,5265.,Op,10.589,-11.211,1.5446
4965.,5275.,Op,10.164,-11.975,0.7521
